dest_airport_seq_ID,dest_city_name,most_common_origin_apt,most_common_origin_city,most_common_origin_state,PC1,PC2,PC3,PC4,PC5
1062003,"Billings, MT",1129202,"Denver, CO",CO,2.42237776221446,1.519023660519342,0.40401865040415463,0.6979541695631849,-0.33927537767309557
1201602,"Guam, TT",1495503,"Saipan, TT",TT,2.8519245138886733,0.4130058586689978,-0.43729290925505154,-1.072031284597439,0.04028425448084269
1495503,"Saipan, TT",1201602,"Guam, TT",TT,3.005033453941547,-0.13100668822358633,-0.9588564091822028,-2.2759856660018607,0.4457168833396014
1133703,"Duluth, MN",1348702,"Minneapolis, MN",MN,2.5295809975072303,1.0601146293835397,0.5191628120614962,2.8419305231458236,-0.7140626553810756
1326403,"Medford, OR",1477104,"San Francisco, CA",CA,2.296780155570081,-0.7648160525550348,-0.7124198866491958,2.7620162447095065,-0.2899747809770521
1160302,"Eugene, OR",1477104,"San Francisco, CA",CA,2.341090369086775,0.6786792512477676,0.16338547278775317,1.9990447885707412,-0.5273601111717485
1029906,"Anchorage, AK",1474703,"Seattle, WA",AK,0.5393088553574457,3.1545252345249652,1.3815091160898245,0.34526942077220574,-0.47072871998947474
1073203,"Aguadilla, PR",1320402,"Orlando, FL",FL,2.6461484976415397,-1.6149411396654734,-1.4409996367587254,0.24912744290205238,0.09022697623977678
1240203,"Hilo, HI",1217305,"Honolulu, HI",HI,2.2152000013786646,1.8607466141169071,-0.4717007101967606,-4.145358611314624,1.0236234732196818
1164802,"Kalispell, MT",1486903,"Salt Lake City, UT",UT,2.4578677757587277,3.289997024895498,1.5239610013493317,1.5526140430031332,-0.7298362887880777
1026802,"Waterloo, IA",1393007,"Chicago, IL",IL,2.9250641721274215,-3.731665143025142,-2.5000909072993056,0.3307427348818628,0.5758971013404113
1327702,"Montgomery, AL",1039707,"Atlanta, GA",GA,2.44859167376172,1.213631955239343,-0.1986370339349004,-0.8530928242714934,0.03888943417701052
1295106,"Lafayette, LA",1226603,"Houston, TX",TX,2.2502425596169893,0.9327634015089667,-0.37659143204338397,-1.3245850534351178,0.24406971748090595
1192102,"Grand Junction, CO",1486903,"Salt Lake City, UT",UT,2.446235551147443,2.063011067878433,0.2123293598241286,-1.471291775280504,0.058036386130885464
1410803,"Peoria, IL",1393007,"Chicago, IL",IL,2.3481591224340397,-1.2236653889097253,-1.5111936896377878,-0.5293859888140825,0.5904835951709015
1507002,"Newburgh/Poughkeepsie, NY",1143302,"Detroit, MI",FL,2.762927380514231,-2.329275263313617,-1.580393311840381,2.0914276445873674,-0.050260027924790875
1408202,"Punta Gorda, FL",1119302,"Cincinnati, OH",OH,2.2969221926541965,-5.051158133214103,-2.1588001709003724,1.0436238002417029,0.46638423440153265
1411206,"St. Petersburg, FL",1198603,"Grand Rapids, MI",NY,1.9766005565497367,-0.526556212477468,0.352540473586829,0.043646948100827726,-0.06263242059501883
1043105,"Asheville, NC",1039707,"Atlanta, GA",GA,1.8873906589647405,0.06803724706673672,-0.8678656703490925,-0.6884081967173448,0.3421719034895262
1254403,"CONCORD, NC",1411206,"St. Petersburg, FL",FL,2.968488909499495,-1.2953598029551658,3.5115808996802924,-0.8472148942645709,-2.3561108841250453
1476106,"Sanford, FL",1043105,"Asheville, NC",NY,1.738828154862074,-4.003000536212842,-2.4418004678957344,1.4292071702757971,0.41504136646215073
1402501,"Plattsburgh, NY",1226402,"Washington, DC",FL,2.713972019641688,0.21799163349980305,-0.6948476216733039,1.222439498537381,0.1992114759530358
