seq_ID,city_name,origin_state,DEST_STATE_ABR,median_departure_delay_mins,sd_departure_delay_mins,prop_dep_early30,sd_arrival_delay_mins,median_net_delay_as_dest,sd_net_delay_as_dest,prop_dest_del30,busiest_day_of_week_dep,mean_dep_on_busiest_dow,busiest_day_of_week_arr,most_common_dest_apt,most_common_dest_city,most_common_origin_apt,most_common_origin_city,most_common_dest_state,most_common_origin_state
1062702,"Bismarck/Mandan, ND",ND,ND,-0.15275400484173188,-0.07095893012862184,-0.14746625234205302,0.9117594510661716,-0.2879522028336053,1.259215535523991,0.8719025567821762,4,-0.35456973813097475,4,1348702,"Minneapolis, MN",1348702,"Minneapolis, MN",MN,MN
1126702,"Dayton, OH",OH,OH,-0.15275400484173188,-0.38023294749885644,-0.14746625234205302,0.05519918860849802,-0.2879522028336053,0.13825312672110548,-0.013809748331124925,1,-0.15329690136750698,1,1105703,"Charlotte, NC",1105703,"Charlotte, NC",NC,NC
1233904,"Indianapolis, IN",IN,IN,0.32992075018328415,-0.2694054749963714,-0.14746625234205302,0.009649964604526008,-0.2879522028336053,0.21636694282300165,-0.06458064700722314,1,0.5495022178614206,1,1393007,"Chicago, IL",1393007,"Chicago, IL",FL,FL
1104205,"Cleveland, OH",OH,OH,0.32992075018328415,0.23337468772005845,-0.14746625234205302,0.12214287274045953,-0.037935986571554066,0.4144227382770402,0.33276541694928546,4,0.5667962276016087,4,1295304,"New York, NY",1393007,"Chicago, IL",NY,NY
1172105,"Flint, MI",MI,MI,0.32992075018328415,-0.4512799542121531,-0.14746625234205302,-0.12682721918491419,0.9621288784766507,0.5966930815781061,0.07975849594248804,1,-0.35015424628241604,1,1393007,"Chicago, IL",1393007,"Chicago, IL",IL,IL
1099005,"Charlottesville, VA",VA,VA,-0.3940913823542399,-0.2328323171863899,-0.14746625234205302,1.0274039545242695,-0.2879522028336053,-0.42215742762877073,-0.15163324327468902,1,-0.3096789043372945,3,1105703,"Charlotte, NC",1105703,"Charlotte, NC",NC,NC
1127805,"Washington, DC",NA,VA,0.32992075018328415,-0.06201628548370805,-0.14746625234205302,0.13097307871105834,-0.2879522028336053,0.9857191372995321,0.08277547470993094,1,2.6652587286291345,1,1393007,"Chicago, IL",1393007,"Chicago, IL",FL,FL
1100303,"Cedar Rapids/Iowa City, IA",IA,IA,0.08858337267077615,0.5874430559908949,-0.14746625234205302,-0.128886987595841,0.21208022969049714,0.539486537616453,-0.03540242008657392,4,-0.24418244191700705,4,1393007,"Chicago, IL",1393007,"Chicago, IL",IL,IL
1334207,"Milwaukee, WI",WI,WI,0.8125955052083003,0.05289134268114607,-0.14746625234205302,0.2628175534783812,-0.5379684190956565,0.3682018955545222,0.043745975809688364,1,0.21834032921951751,1,1039707,"Atlanta, GA",1039707,"Atlanta, GA",FL,FL
1245102,"Jacksonville, FL",FL,FL,0.08858337267077615,-0.01878198301770847,-0.14746625234205302,-0.32522846495164015,-0.2879522028336053,0.26794272732902535,-0.1532967232788397,4,0.2562399675863131,4,1039707,"Atlanta, GA",1039707,"Atlanta, GA",GA,GA
1161206,"Evansville, IN",IN,IN,-0.15275400484173188,-0.4685511175086546,-0.14746625234205302,0.6441122889196301,-0.5379684190956565,0.3383573055013067,0.03961743646559056,4,-0.3383796013529261,4,1039707,"Atlanta, GA",1039707,"Atlanta, GA",GA,GA
1177801,"Fort Smith, AR",AR,AR,-0.635428759866748,-0.26670671840662735,-0.14746625234205302,-0.7427941855197536,1.212145094738702,-1.3044926116984177,-0.6452553249560438,1,-0.3869500116870719,3,1129806,"Dallas/Fort Worth, TX",1129806,"Dallas/Fort Worth, TX",TX,TX
1195302,"Gainesville, FL",FL,FL,0.32992075018328415,-0.4617180813595748,-0.14746625234205302,-0.3950627088551242,0.21208022969049714,-0.8775553012688065,-0.9929816567155502,4,-0.33690777073673983,3,1039707,"Atlanta, GA",1039707,"Atlanta, GA",GA,GA
1457606,"Rochester, NY",NY,NY,0.32992075018328415,0.377587727351787,-0.14746625234205302,0.05882257900833194,-0.2879522028336053,0.667256254030754,0.536073852109049,4,-0.14704162124871548,4,1247805,"New York, NY",1247805,"New York, NY",NY,NY
1410803,"Peoria, IL",IL,IL,0.5712581276957922,-0.3349645332988521,-0.14746625234205302,0.04963248430145013,0.7121126622145996,0.193916635506021,0.32100674021421194,1,-0.33543594012055367,1,1393007,"Chicago, IL",1393007,"Chicago, IL",IL,IL
1221702,"Huntsville, AL",AL,AL,-0.15275400484173188,-0.5391027163226442,-0.14746625234205302,-0.3586118314924633,0.21208022969049714,-0.18318768924110485,-0.06534008575717248,4,-0.23829511945226214,4,1039707,"Atlanta, GA",1039707,"Atlanta, GA",TX,TX
1197302,"Gulfport/Biloxi, MS",MS,MS,-0.15275400484173188,-0.8442479538587917,-0.14746625234205302,-0.7231453727172115,0.21208022969049714,-0.6423754167614303,-0.5083847537773631,3,-0.3383796013529261,3,1039707,"Atlanta, GA",1039707,"Atlanta, GA",TX,TX
1327702,"Montgomery, AL",AL,AL,0.08858337267077615,-0.12126120161216461,-0.14746625234205302,0.21486743144440956,-0.2879522028336053,-1.1663466801387599,-0.8228998605794223,1,-0.35015424628241604,1,1039707,"Atlanta, GA",1039707,"Atlanta, GA",GA,GA
1197705,"Green Bay, WI",WI,WI,0.08858337267077615,0.5108408007228681,-0.14746625234205302,0.18218587966571662,-0.2879522028336053,1.061101786408981,0.7287637647339287,5,-0.34095530493125203,5,1393007,"Chicago, IL",1393007,"Chicago, IL",IL,IL
1468502,"Savannah, GA",GA,GA,0.08858337267077615,0.3385680186208049,-0.14746625234205302,-0.39750656133554346,-0.037935986571554066,-0.12367483751733413,-0.07275362027441391,5,-0.12570007731401509,5,1039707,"Atlanta, GA",1039707,"Atlanta, GA",GA,GA
1320402,"Orlando, FL",FL,FL,0.5712581276957922,-0.41382596993901544,-0.14746625234205302,-0.22614307340053208,-0.5379684190956565,0.6480907642827408,-0.21357992386888006,6,2.6008661391709866,6,1039707,"Atlanta, GA",1039707,"Atlanta, GA",NY,NY
1078502,"Burlington, VT",VT,VT,0.5712581276957922,0.9051516549864512,-0.14746625234205302,0.6131456838449421,0.7121126622145996,1.8060640775562065,0.9722555951677162,3,-0.24859793376556572,3,1247805,"New York, NY",1247805,"New York, NY",NY,NY
1018502,"Alexandria, LA",LA,LA,-0.635428759866748,-0.9963143298823331,-0.14746625234205302,0.31966539220301937,0.21208022969049714,-0.8202171674470146,-0.9767522307375164,1,-0.36487255244427835,1,1039707,"Atlanta, GA",1039707,"Atlanta, GA",TX,TX
1020803,"Augusta, GA",GA,GA,-0.15275400484173188,-0.670343542494523,-0.14746625234205302,-0.9149245131355684,-0.2879522028336053,-1.5948936417978778,-1.176332712051054,4,-0.3427950932014848,5,1039707,"Atlanta, GA",1039707,"Atlanta, GA",GA,GA
1043105,"Asheville, NC",NC,NC,-0.15275400484173188,1.1197578562484778,-0.14746625234205302,0.287808080192033,0.46209644595254834,-0.31935190093728727,0.023108334443497903,5,-0.26736377412194023,5,1039707,"Atlanta, GA",1039707,"Atlanta, GA",GA,GA
1219702,"White Plains, NY",NY,NY,0.32992075018328415,1.1239666475145573,-0.14746625234205302,1.0707436500128393,-0.2879522028336053,-0.06501450891300405,0.7884410561213291,1,-0.19377224331262846,1,1402702,"West Palm Beach/Palm Beach, FL",1402702,"West Palm Beach/Palm Beach, FL",FL,FL
1498603,"Sarasota/Bradenton, FL",FL,FL,0.32992075018328415,0.10467890770407043,-0.14746625234205302,-0.4376177439279834,0.21208022969049714,0.7938040157220447,-0.44094454318740484,1,-0.2563250445005435,1,1039707,"Atlanta, GA",1039707,"Atlanta, GA",GA,GA
1430705,"Providence, RI",RI,RI,0.5712581276957922,-0.2430689369041007,-0.14746625234205302,-0.2107322450343257,-0.5379684190956565,0.30233444513422675,-0.05475486601017845,3,-0.09258388844982478,5,1127805,"Washington, DC",1127805,"Washington, DC",FL,FL
1059904,"Birmingham, AL",AL,AL,0.32992075018328415,-0.48592951124130673,-0.08807145434773084,-0.45313971514858437,-0.037935986571554066,-0.5663231810090111,-0.20242930703254297,1,-0.05394833477493609,1,1039707,"Atlanta, GA",1039707,"Atlanta, GA",TX,TX
1289208,"Los Angeles, CA",CA,CA,0.5712581276957922,-0.3442892049180983,-0.14746625234205302,0.02289056733173434,-0.5379684190956565,1.2959961357422503,-0.26059566136430357,4,4.10066153706476,5,1477104,"San Francisco, CA",1477104,"San Francisco, CA",CA,CA
1410702,"Phoenix, AZ",AZ,AZ,0.5712581276957922,-0.5742334524255852,-0.14746625234205302,-0.028609210014724593,-0.2879522028336053,0.193936381806267,-0.7020173020071356,4,3.2249223204339503,5,1129202,"Denver, CO",1129202,"Denver, CO",CA,CA
1330303,"Miami, FL",FL,FL,0.5712581276957922,-0.4359438537123946,-0.14746625234205302,0.039149490125846786,-0.2879522028336053,0.9860033055029144,-0.2629654651478443,4,1.516126975041731,5,1039707,"Atlanta, GA",1039707,"Atlanta, GA",FL,FL
1405702,"Portland, OR",OR,OR,0.08858337267077615,-0.28451008387659393,-0.14746625234205302,-0.6197808370958979,-0.037935986571554066,0.5422278861835524,-0.6619376016747762,5,0.7629176572084247,4,1477104,"San Francisco, CA",1477104,"San Francisco, CA",CA,CA
1477104,"San Francisco, CA",CA,CA,0.32992075018328415,0.13828233503420406,-0.14746625234205302,1.018174873866056,-0.5379684190956565,2.0175701948805522,1.3564926406493556,5,3.0037797703519686,5,1289208,"Los Angeles, CA",1289208,"Los Angeles, CA",CA,CA
1474703,"Seattle, WA",WA,WA,0.32992075018328415,-0.5686939389406835,-0.14746625234205302,-0.20295737202374653,-0.5379684190956565,1.1217094340162868,-0.705586036527933,5,2.1317201302616238,5,1477104,"San Francisco, CA",1477104,"San Francisco, CA",CA,CA
1537002,"Tulsa, OK",OK,OK,-0.15275400484173188,-0.5641977819731504,-0.14746625234205302,-0.5372296604074065,-0.2879522028336053,-0.713870414413286,-0.4490407789979001,1,-0.06682685266656566,1,1129806,"Dallas/Fort Worth, TX",1129806,"Dallas/Fort Worth, TX",TX,TX
1275804,"Kona, HI",HI,HI,-0.15275400484173188,-0.7957101596404702,-0.14746625234205302,-0.6065020993826368,0.7121126622145996,0.8779004898660604,-1.2181084091077736,6,-0.12202050077354949,6,1217305,"Honolulu, HI",1217305,"Honolulu, HI",HI,HI
1385103,"Oklahoma City, OK",OK,OK,0.08858337267077615,0.40611615890662717,-0.14746625234205302,0.17384295457708707,-0.037935986571554066,-0.06648657295327516,-0.0389134236240453,4,0.0442963588554951,4,1129806,"Dallas/Fort Worth, TX",1129806,"Dallas/Fort Worth, TX",TX,TX
1288903,"Las Vegas, NV",NV,NV,0.5712581276957922,-0.4878561205138028,-0.14746625234205302,-0.4546640263423875,-0.2879522028336053,0.2658452212725199,-0.47566099709694126,1,2.963304428406847,1,1289208,"Los Angeles, CA",1289208,"Los Angeles, CA",CA,CA
